,0
10,"IN A NUTSHELL:
This colorful sequel to the fun animation adventure The Croods is now available in theaters after being put on hold in 2016 by Universal Pictures. It's actually the longest we all have had to wait for a DreamWorks Animation sequel, seven-and-a-half years! It's Joel Crawford's directorial debut.
It's great family fun with enough humor that will make viewers of all ages laugh out loud. In a Covid world, this is a delightful distraction.TIPS FOR PARENTS:
Shirtless men (animated)
Low-cut dresses are worn by girls and women (animated)
People and creatures in perilous situations.
Someone says, ""What the eff?!""
Name-calling
Lots of punching
There's a scene where a person yells obscenities, but the words are covered up with other sounds. When that happens, another person breaks the fourth wall and says to the camera, ""This movie's for older kids."" ha haTHEMES:
""Follow the light and you'll find tomorrow."" - Ugga (Catherine Keener)
""The pack stays together."" - Eep (Emma Stone)
Jealousy and competition
Teamwork
Family togetherness
Stronger together
Courage
Female empowerment (you'll learn about the Thunder Sisters)
Change can be a good thingTHINGS I LIKED:
The voice talents of the cast are really great. For starters, Ryan Reynolds voices ""Guy"", Eep's new love interest.
A lot of Millennials and GenZer's make fun of Nicolas Cage, but they would have to admit that he does a great job voicing the prehistoric dad, Grug, in the movie. This is his 100th film credit!
I've loved Cloris Leachman for years, so it's such a pleasure to see her...or in this case, hear her voice the character of Gran. Can you believe she's 94 years old? That's amazing!
Leslie Mann's voice is just so doggone sweet. Be on the lookout for her in an upcoming movie in 2021 called, ""Blithe Spirit."" I'll be posting my review of it in a few weeks.
Other fun voices include those by Peter Dinklage, Emma Stone, and Kelly Marie Tran.
So many cute visual and spoken gags.
Totally adorable sloth sidekick. Seatbelt mode. ha ha
Hearing the two new girlfriends squeal with delight at 100 decibels was hilarious.
Lots of fun new creatures and characters.
Man cave...ha ha Land-sharks. ha ha
Rapid-fire, non-stop action.
A few Mad Max: Fury Road Easter eggs for adults.
There's an insightful discussion about the scars we see from our pain and the internal wounds we can't see.THINGS I DIDN'T LIKE:
If you didn't see the first movie or forgot what happened, there isn't a quick recap to get you up to speed. Not to worry. This movie can be enjoyed without seeing the first movie or knowing any backstories.
So much frenzied action. I wanted to see things slow down a bit so I could really see what was happening and enjoy everything in each frame.
Like so many Hollywood movies, men are shown as incompetent fools.
It's cute and fun, although a lot of critics are saying it's not fresh and original enough for people to get really excited about.
The tone of Act 3 is very different from the others.You can see the rest of my review on my Movie Review Mom YouTube channel or website."
11,"This movie is funny, enjoyable, and fun to watch. I highly recommend watching this movie with your entire family."
12,"(3.5 out of 5 stars).The Croods is a pretty fair family adventure film. Following the Croods next adventure as they are trying to find there forever tomorrow home which they call it. But when they come across a giant walled utopia. With food everywhere. And an oasis river. They run into another family that calls themselves the Bettermans family. Which they know Guy (voiced by Ryan Reynolds) family before they passed away. The Bettermans try to have Guy fall for there daughter while Grug (Nicholas Cage) makes a deal with them since he is disliking the idea his daughter Eve wants to start a life with Guy. While the Bettermans are holding a secret about there perfect home.The plot is pretty decent. The Croods are living a different lifestyle with the Bettermans. While they are trying to handle the Croods lifestyle. Grug is having trouble letting go his daughter is growing up. The story is not as strong as the original but still fun for the whole family.The animation, visuals, and soundtrack are fun. And good. The direction with Croods mother and Eve and grandmother teaming with Bettermans mother and daughter to go save the guys was a little cheesy as it tries for that punk rock star tone. The humor is fun. The animation is colorful. And plenty of adventurous action."
13,I am delighted from movie and so again to seen a movie always
14,"Lacked the originality and wittiness from the first one. The writers just plugged the characters from the croods into a formula that makes money but has been seen hundreds of times. The movie just got so weird so fast, the characters were just too much. They had 7 years to make a sequel to an amazing movie and they just ruined it."
15,"I enjoyed this sequel. It has some funny moments. I like the fact that teamwork was emphasized, as well as learning from each other's culture--Mrs. Betterman benefitting from cuddling with the pack while sleeping, Betterman daughter taking risks and having an adventure outside the wall, and the Croods benefitting from the Bettermans's technology, hygiene, etc.I guess the only critique I have is the second half. Lacks originality. The giant King Kong-esque villain has to be fed, else he will wreak havoc. This is the main storyline of How To Train Your Dragon Part 1.However, there are some original themes I've never seen before, such the punch-monkeys, as they communicate by punching each other's faces. That's pretty funny.Overall, good film for the family."
16,"I didn't go into this movie with a lot of expectations. Most sequels are pale imitations of the original, especially 'family' movies. This was a very pleasant surprise. The characters were all true to their originals. The story was engaging, though admittedly not tremendously original. Performances were good. Animation was on level with the original. Many parts were laugh out loud funny.If you enjoyed the original Croods movie, then I think you will find a lot of enjoy here has well."
17,I'm Glad That I Watched The Movie And That's It But There's No Spoilers So Yeah That's It
18,What a funny and relatable movie about family relationships! This movie stepped it up from the original. My first grader to my dad enjoyed this wonderfully animated film! Thank you for releasing this film and giving us a great family fun night! My only regret was not watching it sooner!
19,"The Croods: New Age is sensational because of the clever and colorful graphics, funny and realistic conflicts. The storyline is about the Bettermens not liking the Croods. They must learn how to get along with one another and they have many adventurous life lessons along the way.I like the story line because it's relatable to real life. The family conflicts and differences make the movie unpredictable. The characters are well developed. The production is state of the art. It is highly colorful and engaging from start to finish. The film is a great follow-up to the first one. My favorite part is when the main characters, Phil Betterment and Grug, are in the Jacuzzi.The message in the film is that we do not have to look the same and we all have far more in common than we realize. It's okay to look different.I give The Croods: New Age 5 out of 5 stars and recommend it for ages 4 to 12.
Reviewed by Bailey Rae F., KIDS FIRST!"
20,"While I really enjoyed the first Croods movie, the 2nd movie had a much funnier dialogue that lasted through out the entire movie. This happened without sacrificing the storyline. Sequals are rarely better, but this one was."
21,"The Croods: A New Age is a best movie I've watched in 2020. The story was great, Great comedy, the animation was fantastic and the cast did a perfect job at dubbing especially Emma Stone and Kelly Marie Tran. I loved this movie. I want everyone who is reading my review to watch this movie. This is great for kids and as well as adults. This movie is even better than the first one. So everyone WATCH THIS MOVIE !!!!!"
22,Okay so this is a good example of something we need in this day and time it's hilarious family friendly and beautiful it shows holidays are about more than just family but friends as well the humors funny the story moves fast and besides some things I think this is perfect for holidays the plot does resolve around sacrifice just a heads up
23,"So I went into this movie thinking it'd be fun based off of the trailers but my god, I was never expecting this. For some backstory, I didn't really like the original Croods to much so I wasn't expecting to much from this movie. I absolutely love this movie, everything about it made me incredibly happy. I've thought on it for a while and I can't really think of many, if any, negatives about the movie. I'm gonna leave it at, probably one of my favorite animated movies of all time and maybe even favorite movies. I definitely recommend."
24,"Enjoyed it but it's a typical Hollywood movie. It makes men look like incapable idiots who constantly screw up and never get anything right.Jokes were great and funny for all ages. Animation and characters were good. Kids loved it,"
