,0
21,"I'll be honest. I want more movies that are romance-comedy with Melissa. I feel we need people that look like us, not fit or perfect match, but real. Plus, she is perfect. I have always admired her; she is smart, funny, and beautiful.The movie is funny and help you get away from reality, so enjoy and be happy."
22,It is the typical Melissa McCarthy character but in a very unfunny story. I usually enjoy her movies. Disappointing to say the least.
23,I love Melissa McCarthy and her movies. The low reviews are absurd. Why bother watching this if you aren't expecting a light hearted comedy with heart. Watch something else.
24,Like all other Melissa Mccarthy movies. She isnt funny
25,"There were a few laughable moments, but other than those this movie was a dud. Unfortunate because I like the actors."
26,"In my opinion, this is a movie to enjoy with your family, in as much as it has it's down sides, it's still a really good movie but it could have been better... And this is not Action comedy, it's Comedy Drama... !!"
27,"I understand that we are 10 months into a pandemic and we have all run out of good shows to watch, but what the bleep was this???"
28,"I almost think people are hating on this movie because they don't like the main actress, and if that's true then don't watch it. But the movie is so entertaining, her character is likeable, and the movie even has some poignant parts as well. I am telling my friends to watch it, and I'm telling you to as well, if you want a good laugh. Enjoy it!Edit: after reading the bad reviews I can see what happened. Person who hates the genre and main actor watches a bit of it before it gets really good and gives it a 1. If you hate the genre and actor then why would you even watch it? I don't watch movies I know I will hate. Maybe someone else in their family wanted to watch it and they couldn't leave the room? It's a mystery to me."
29,"Typical Melissa movie , a few laughs but very predictable. I'm not a James corden fan so wouldn't watch it again"
30,"Don't judge by ratings, it is funny and delightful movie"
31,"The movie is about an AI that studies the most average human being on earth to determine the faith of the planet. While the idea is somewhat unique, the cheesy script and dialogue made this movie almost unwatchable. The only thing to look forward in this movie are 2018 stock footage of Seattle in the cut scenes and James Corden."
32,Had to fast forward through a lot of cheesiness. Cute fluff. Predictable
33,"Another holiday, another means to try and get us into streaming with another free trial of original programming. This week's new movie to direct stream offers the potential of science fiction, romance, comedy, and some drama as the genres continue to mix together to net new subscribers. Yet, with limited budgets and potential limit to return of investment, the quality of movies continues to be in question for this reviewer and more so the bar continues to be lowered slightly each time. Still, there is always hope for a nice surprise to come in and wow us and so here we are with another review this time on:Director:
Ben Falcone
Writer:
Steve Mallory
Stars:
Melissa McCarthy, James Corden, Bobby CannavaleLIKES:No nonsense Pacing
Cute At times
A Nice Look at the Morals of humans
Some Well Timed Comedy
Bobby Cannavale's limited time elevates the acting
James Corden's energyDislikes:
Too many Jokes
Did not execute the Sci Fi complex well for me
Too Much Slap Happy leading to weakened plot
Weakened romance
Weak Character Interactions and assistance
The purpose of much of the approach of the movieSUMMARY:When it comes to a Melissa McCarthy, you never know what you are going to get, though statistics would be a very quick pace to cram as much humor in. Those odds are in favor of continuing in this movie and does a wonderful job of giving you something to entertain and pick you up. You don't get bogged down in prolonged failures of the main character, and no repetitive desires made famous in Hallmark movies. No this film dives right into the awkward humor and gets you right into the interesting dynamic of machine and heroine. Cute at times, Superintelligence is almost like the beginning of Her mixed with a toned down Jexi, as the two ""protagonists"" try to face the age old question of do humans deserve to survive despite their flaws. Over the course of the near two hours, this question sort of gets looked at through blinders where the good is magnified in the one heroine, while the rest have glimmers mixed amid the pool of sinful vices and laziness that they show. Though a bit in your face, I find it directed towards trying to teach the lessons of getting better and not letting those limitations lead to destruction. However most are not going to be wanting these lessons to take center stage and rather get the more entertaining notions in play. Fortunately, superintelligence has got your back on this is as well with a sweet, albeit shallow romance story and a more underdog going against the challenges all while maxing out the comedy. In regards to comedy, it's a bunch of aggressive bantering, puns, and insults that take the front alongside McCarthy's usual awkwardness approach. My particular favorite comedy though comes with James Corden, whose energy and sassy nature on the Late Late Show is welcomed in the movie. Much like his skits during his talk show, Corden holds no insult back, slinging them at everyone with his superior comedic timing, presentation, and an attitude that fits this character so well. Most of my laughs came from these moments, as well as extending his power to many places and targets that were extraordinary for me to enjoy and in my opinion much of the saving grace of the factor. As a side note Cannavale is another great inclusion to the cast, though his involvement happens a little too late and tangential to really enjoy as much as I usually enjoy his roles. Still, in his time frame, his performance has a little more dynamic to it, some layers that affect the rest of the group and finally give the character development that I had hoped for.In regards to the dislikes of mine, well it comes off on the modern approach to movie presentation for many films, which is excess in content at the cost of story. Too many jokes are the foundation for the other weaker elements, with constant banter and repetition to string you along as the moral test goes on. Though charming at times, McCarthy's usual tidbits take too much time away from the story, and though Corden saves it at times, even his banter grows dry and too silly without things to ground it back down. Science Fiction wise, the movie is again weak, the usual artificial intelligence reaching new heights being a little more extreme to get your attention (see Lucy and Jexi for different ways this is done). In this one, the whole computer is in charge of everything seemed more a convenience than a true staple, which though at times was perfect for holding humanity at its mercy, was also at times feeling an afterthought. There was no major evolution with the use of technology, and outside of symbolism really could have been done an other way. Side characters and secondary appearances sort of feel like an appearance in the Muppet movies, one and done to get your name on the agenda and really not contributing much else to the film. That felt like a major number of actors in this film, several of who get tag lines, they are my best friend or my confidant, who will know what to do. Well those people do accomplish some benign tasks, many of them feel like those cameos, a few jokes sliding in and then back to the main cast for more of their shenanigans. These weak character moments I know aren't going to be a big factor for most, but for this reviewer seeing some expansion of others would have opened the gates for some better plot development and comedy dynamics if they had plotted it out more. This is even true for the romance part of it, which though has some satisfaction and eek moments in it, also loses some kick because of how late it occurs and how it is just a piece and not the full effect of the story. My thoughts all come down to, though cute, much of the purpose to this movie leaves me in question of why they did it outside of just roping people into subscribing. Again, another example that stuffing too much into one film can be more detrimental than leaving things out.The VERDICT:Superintelligence is fun, don't get me wrong, with the same familiarities of a McCarthy movie baked in with a lot of other approaches. Cute and funny are the main themes of this film, and so long as you don't go in expecting too good of a story or too deep of character involvement you will be fine. The highlights again for me are Corden's energy, mixed with the charm McCarthy's characters often have. However, the fact that so many of the characters are not needed, the sci fi concept is kind of swept under the rug, and the overstuffed jokes are center stage over the story, these are weaknesses that dilute the factor of the film. If you are fortunate to subscribe to HBOMax, I can say that it feels like a made for TV movie given budget, planning, and plot. Should you not be subscribed then don't kick yourself too much and look for it on other platforms should the need arise. Given all of these factors, my scores are:Action/Comedy: 6.0
Movie Overall: 5.0"
34,It was an easy watch Rom Com i smiled the whole way through.
35,"These days, with moviegoing being the way that it is, it's hard to grasp whether a film is being sent to streaming due to the studio not having faith in it, or simply because they're doing the best they can with the amazing product they have. I'm a huge fan of Melissa McCarthy and always look forward to the next starring role she chooses, but Superintelligence was the final nail in the coffin for films being directed by her husband, Ben Falcone. To be honest, I don't mind him as an actor in comedies, but when it comes to directing, I just don't think he chooses the right projects. I didn't like their first outing together in Tammy, I liked The Boss even less, and Life of the Party was too tame to enjoy. While I have to admit that Superintelligence is probably the best film they have made together, here's why I believe it's still one of the weaker releases of 2020.The film begins with Carol Peters (Melissa McCarthy) enjoying her average, everyday lifestyle, when a new piece of A.I. decides to invade her life, controlling and manipulating her, with the ultimate goal of destroying and ending the world. Movies like this have been attempted a few times now over the last couple of years, but nothing will ever come closer to the lightning in a bottle Spike Jonze made with his film Her. I mildly enjoyed 2019s Jexi, but that was also a throwaway film that wasn't memorable at all. On top of feeling like an imitation, it also tries to balance drama and comedy far too often. The climax of the film decides to get completely serious and I just didn't buy any of it. With all of that said, the saving graces were easily the duo of Melissa McCarthy and Bobby Cannavale.Whether you're talking about films like Chef, Blue Jasmine, Danny Collins, and even Ant-Man, Bobby Cannavale has become one of my favourite actors in supporting roles. His charisma in nearly every role he has ever taken always leaps off the screen to me. Superintelligence gets off to a plodding start and his character doesn't really appear in the film until about halfway through, but I instantly started liking the film a little more and giving certain things a pass when McCarthy and Cannavale were on-screen together. I was able to buy into their history and thought their scenes elevated the film immensely overall. Sadly, their presence is all that saved this one from me hating it, which I usually don't say about many films.I think the screenplay written by Steve Mallory is the main issue here. In retrospect after looking up his previous efforts, he has appeared in very small roles in many of Melissa McCarthy's films and has only ever written one other Hollywood film in The Boss. To me, that just says this crew had a bunch of fun making a movie together, which is great and all, but the movie is not a reflection of that fun. There was also something about the overall tone that just felt off to me. The movie looked and felt like a comedy, but the majority of it is a complete drama. I just couldn't invest myself in anything that was going on.In the end, Superintelligence takes familiar ideas and runs with them in ways that do not mesh well together. I was bored by how slow the first act was, became slightly more interested when she started to interact with more humans but was ultimately let down by how anti-climactic the conclusion was. Movies that have unique premises that do not go the extra mile to stand out are more frustrating to me than films that try very hard and fail. I saw potential here, but not enough was done to impress me overall. Superintelligence is now streaming on through HBO, and even more the most hardcore Melissa McCarthy fans, I really can't recommend this one."
36,"Lets make somethin clear here, if you do not love Melissa Mcarthy do not watch Melissa Mcarthy movies, that is why her movies always get bad ratings, because the wrong people watch them.The woman is a comedy genius and this movie is no exception especially when she teams up with her husband who also happens to be the director of this comedy masterpiece.So what did we learn? watch this movie if you love Melissa Mcarthy, do not watch this movie if you do not love Melissa Mcarthy."
37,I knew going in this was going to be a light fluffy movie. And I really enjoyed it. I laughed out loud a lot and honestly most movies don't do that to me lol Funny and enjoyable and I would watch it again.
38,"I was expecting ""THE BIG SUCK"" to commence in droves but it never did. In fact I found it very entertaining and cute and inclusive and fun, and original and engaging.I thought the writing was a cut above and the the protagonist lady is very very funny. It was just a really sweet and cute thing all the way through; I thought who is the voice behind the A.I antagonist , looks creepy but he was very very funny actor who got really really funny lines, so I have no idea why people are hating so hard on it."
39,"Not Academy Award worthy, not amazing, but fun film. If you LOST INTEREST after 15 minutes - Please, pause the film. Go take your Ritalin. Resume watching. Not as bad as the millennial children seem to think it is."
40,"If you are bored one day and looking for a movie where you can relax and laugh a little, then this movie is for you. Grab some yummy snacks and a refreshing drink, relax, and see this movie.
There are many funny scenes in this movie.
The story is silly though and the movie isn't a
n Oscar-worthy movie, but it is a movie that will entertain you.
This movie will entertain you and make you relaxed. You won't get too invested in this movie, but you will feel good when the movie finished.
This is one of those movies that will make you laugh, entertain you, and make you feel good.
We have these kinds of movies then we have other serious movies etc.
It is a silly and cute movie. You should watch it."
41,Superintelligence is for a huge surprise another wooden and tiresome Melisa McCarthy film that was very unfunny and honestly very dragging expecely during second and third act.I will admit im not a big fan of said actress cause she always stars and plays the same characters but i heard that she was very good in a Can you ever forgive me but unfortunetly personaly i cant confirm that cause i havent seen the film.Story was here in beginning somewhat fun to watch and it had some attempts to make jokes but they failed in end.Superintelligance was another weak comedy from her side
42,"I do not at all understand the hate for this movie. It's funny in absolutely every scene. What did you guys think you were going to be watching, gladiator? Promise, you will laugh a ton during this. Tons of jokes move quickly, maybe these people weren't catching them all. But I did and highly recommend watching with someone you love to laugh with!"
43,This movie had all the elements needed for a successful romantic comedy but it fell flat in my opinion. I almost felt insulted at how little effort they put into the plot and the over reliance on celebrities to make up for it. Watch it while doing chores as it's essentially a student film with a big budget.
44,It's like they've made a film and every aspect of it is to just to annoy me.
45,"People are trashing this cute movie and I think they all need to take themselves a little less seriously. I don't think this was intended to be a masterpiece. It was likely meant to be a cute, silly, easy to watch, entertaining movie. And I would say it achieved that."
46,"5/10 - while I usually love when Melissa McCarthy teams up with her writer/director husband, Ben Falcone, this movie was pretty slow and relatively unfunny (especially considering what they are each capable of)"
47,"Do you remember The Boss, Life of the Party or Tammy? If the answer to any of these was yes then my next question would be do you remember them and shudder with regret for the time lost?Superintelligence is another Ben Falcone film that relies too much on the fame other better movies have accrued for Melissa McCarthy, she is a good actress but no amount of good acting can save a movie this bad.James Corden being in this movie should tell you everything you need to know about the quality of it, the pacing is all over the place and the comedy is nothing you havent seen done better in other movies.Do yourself a favour and dont waste time on this movie, maybe if enough people dont watch it, Ben Falcone might actually stop getting funded to make more of them?"
48,"Here's the message of the movie - AI (Artificial intelligence) can never learn the idiosyncrasy of the human heart, mind, spirit. And this flick takes its' time bringing that to light.Very little comedy and what is there was like squeezing blood out of the damn turnip. This story is the simmering pot that never comes to a boil. You never really care about any of the characters and some actors seem to be embarrassed to be there!I always liked Melissa McCarthy but here in this movie she's flat on her face just like the scene where she's ejected from that automobile. And my pet peeve is that I cannot stand to hear James Corden speak!! But I suffered his voice to watch this movie."
49,"This isnt very complex thriller which tries to add some romance. It is easy to follow and non offensive comedy, Every part of it just works, sometimes barely yet works. Lot of positivity. Main actress is very likeable, same with James Corden- I like how he isnt trying to seem too intelligent even when he is supposed to be. Although reassuring and comforming, I think it will difficult for it to hold universal value, so I reccomend watching it soon."
50,Loved the movie so much! It has a nice spirit and it's a different story.. Melissa McCarthy never fails
51,How do movies like this get greenlit? Do they actually make money? The only reason I suffered through it is my wife ran out of things to watch so she picked this.
52,This movie bad acting bad predictable story boring corny jokes and a desperate attempt to get cash grab with a few big name stars. Almost fell asleep. Dont bother.
53,I thoroughly enjoyed this movie. It wasn't a laugh riot but it was sweet and enjoyable. The cast is great and the relationships felt real.
54,This movie was a fun ride! Great chemistry between the leads.
55,"Great concept and potential premise squandered with irrelevant and stale plot lines. the whole thing just never really took off. it didnt even make mildly amusing level,, such a pity."
56,After seeing the low rating I thought the film must be terrible. I did not read the reviews and I am glad I did not.This movie is quite good. I liked it much better than the last few movies Melissa McCarthy made.
57,"I liked ""Superintelligence"", just as I did ""Bridesmaids"", ""Identity Theft"", ""The Heat"", ""The Boss"", ""Ghostbusters"" and ""Can You Ever Forgive Me?"" (I recently saw Alan Parker's 2003 movie ""The Life of David Gale"", in which she had a small role)If you ask me, that woman can do no wrong. This movie has all sorts of clever stuff. You're sure to love it."
58,Words cannot describe how bad and forgettable this film is. Melissa McCarthy again plays the same role she has in every other film. The film plot is annoying and boring. Pure awful from start to finish.
59,"In real life that super AI would have killed us instantly just because of Trump. Noticed their work-around by having a female, hillary like president? Still has its funny moments though."
60,"I deserve a medal for getting 15 minutes into to this low grade piece of garbage. Rubbish acting, rubbish directing, virtue signaling piece of garbage. Hit a unrecoverable low with the James Corden voice character. What an annoying, very annoying, character this was. I gave it a 2 stars because nobody reads the ones and people need to warned to avoid this bucket of puke!"
61,"This is one of the worst movies I've ever seen. Love Melissa, in about anything else. But this is bad!"
62,"Is the movie going to win an Oscar? No. But it was a cute rom com with an interesting premise. I enjoyed it because I took it for what it was, which I suggest everyone else do too. It didn't deserve this much hate, in my opinion."
63,I would recommend this to moms and younger audiences. a simple movie for gatherings and such.
64,"Typically the kind of movies much needed right now.
It offers a few laughs and good feel moments. Simple but efficient. A sweet pleasure."
65,"Light-hearted fun comedy which would suit people like me (Ok Boomer sanguine type who likes feel-good movies) I just watched Tenet by Chris Nolan, and although I like SF Mindbenders, well, I preferred this movie with the lower ratings. Why? - I just like Romantic comedies that are more fun than the deep stuff.
..so if you are like me, then go ahead and watch this one."
66,"I liked the premise, even if it's not that original. Most of the performances were all right, though some jokes just went on too long. Cannavale and McCarthy had a decent chemistry, and the two NSA agents were pretty good. Certainly did laugh several times, and didn't mind watching this movie, though I did think the writers missed a chance to really demonstrate McCarthy's character DOING something with the Superintelligence's power that wasn't just getting back with the love of her life. I wouldn't really recommend watching this, but I also wouldn't tell anyone to avoid it."
67,"This is the sort of movie you might watch on an airplane where there tends to be a lot of distractions and something more immersive can be hard to get into. There's nothing exactly wrong with this movie, it's just not that good. The basic problem is they are trying to do sci-fi and comedy at the same time and it essentially under-performs in both. The sci-fi is so far fetched that it's ridiculous, and yet they spend quite a lot of time developing it. It would have worked better if the sci-fi was more like a backdrop and the focus was more on comedy. But the actors involved here, although good, don't really stand out as strong comedians. So the thing really just comes together as a half-baked, made for tv sort of effort."
68,"Like McCarthy's character, Superintelligence is as average as average gets. There is literally nothing special here. The script feels contrived and cliche, the story is overused (Skynet, anyone?), and the jokes are boring, even from McCarthy.The result? A lifeless slob of a rom-com best watched when drunk, or when there is nothing else on TV this Thanksgiving."
69,"Hollywood needs to stop using technical terms in movies unless they consult experts. This was embarrassingly bad. How does a solid state device have a ""mechanical difficulty?"" For a movie that is trying to hide all of its leftist propaganda in a romantic comedy, I think they should take their own advice and follow the science. Seems convenient that the AI in the movie is also a wile leftist in real life and the AI also has the same leftist checklist of talking points. Maybe they should also stop technologically appropriating the field and only put people that know what they are talking about in those roles. This movie should be called Super Hypocrisy."
70,"It was definitely a romantic comedy, but it was also really cute and funny. I live in Seattle, so it was so fun seeing all the scenery and everywhere she went. Maybe I'm biased because I'm from Seattle, but it was really enjoyable & fun. I gave it nine stars to up the ratings because people need to chill out."
71,"I love Melissa McCarthy and was looking forward to this BUT oh no.... Biggest load of rubbish. Predictable,no laughs,weak plot and just terrible acting. Very disappointed. Ben Falcone stop directing your wife. It's exhausting."
72,"Initial Thoughts:
As an overall this film was a washout. It's like the writers were given a grown tree and told to dig 50 feet to make sure the tree wouldn't go anywhere. Instead they only dug about 10 feet, and were then surprised that the tree was gone when the storm came. Yes, this movie has nothing to do with trees, and yes, it's supposed to be a light-hearted rom-com with some end of the world flare, but the actual ability to execute the intention of the producer, and make it enjoyable, was far from. From the get go I was left stunned with how bad the acting was. Everything felt fake and meaningless. I've never been a fan of Melissa McCarthy's, but each movie I watch with her, I'm always left with disappointment by the end. The romantic aspect felt superficial and never truly touched the heart. I could of cared less whether or not a relationship was formed by the end. The only good aspect to this film was the comedy, and I say that tenderly. Although I laughed through parts of the film, by the end the jokes started getting stale, and my attention started to wane as the end couldn't come quick enough. To finish off I will say this. The meaning of the film was good. Sometimes we need the push of a friend, or a super-intelligence, to help overcome our fears, and go after what we want.Overall:
The premise of the film is bad, the comedy is ok, and the meaning of the film is good. However, as far as 2020 films go, this definitely falls in the category of, ""well, that's two hours of my life gone"", and therefore goes on my ""do not recommend"" list.Enjoy the show!"
73,"Why is Bobby Canavalle always a side character in these corny comedies? Watch him in Boardwalk Empire season 3. He should be starring in movies in which he's the lead - this guy has humongous talent and the acting chops. It really is proof that Hollywood is run by hipster out of touch nancies, when we get a billion of these cheesy, unfunny Mcarcthy comedies a year where she does her old schtick and mugs for the camera, ""Oooh, look at me, I'm fat and awkward, hilarious, right?"", while the likes of Bobby are relegated to the background. WTF!"
74,"Because that's about how much funny parts you get. In other words, you have to sit through 1hr 40mins of a stupid story with too many dumb characters to get 5 minutes of funny humor. Folly on you if you believe all those 7-8-9-10 reviews. Even a 10-year old would roll his/her eyes at this boring, shallow, dumb story waiting for a funny moment every 20 minutes. As another reviewer said, how does Hollywood approve this stuff? Amazing how idiotic they believe us moviegoers to be."
