,0
14,movie character annoy wife kid annoy stupid hope die film
15,follow sentence wrap entire movie giant comet head way automate alert suddenly appear continue shop nothing wrong confirm let family waste hour pack clothes lot yet forget take anything help survive perpetual cold dark world write thing
16,raw tension filmes disaster film showcase noble dark side human nature everyone know end world near spectacular visuals emotional narrative frame harrowing experience one family movie definitely enjoy screen
17,waste time boring movie cliché action scene see trailer
18,see disaster movie want know science cause behind world change want see guy try save wife child hour egoistic pursuit microorganism family save little ass ignore friend relatives neighbor child step everyone everything get save irritates endlessly whenever see movie actor repeatedly scream wife kid please please please want see disaster movie romanticize idealize happily ever end relationship man woman idealize version sweet little happy family need center movie around bias movie way cliched woman divorce husband cheat woman angry man try best major regret child need constant medication exactly movie short description family struggle survival face cataclysmic natural disaster struggle survival try get save place finally get bumm write original script without clichés give real disaster movie
19,spoiler whoever write nonsense tower genius copy chemist scene directly reason kid need medication film poor quite believe ever get green lit unrealistic scene apocalyptic scenario outside yet open huge cargo plane ramp door let one man result whole plane destroy comment hour stop watch brain hurt
20,whst find google two min mile wide around size kill dinosaur possibly bit large mean massive tsunami extreme volcanic activity around impact zone accross globe ozone layer destroy sun completely block earths crust damage thrown earth atmosphere rain earth fire possibly decades earth like live oven almost everything planet burn die due lack food initial devestation way able outside hour day week even month happen see sun shin bird fly around like disaster movie come make effort research effect giant mile wide comet fragment collide earth mention numerous fragment
21,last year sadly become synonym movie flop rarely movie last five year either bad completely awful last name last part less exciting wwii thriller one worst movie make last year go certain level skepticism seem gotten lot smarter choice quite entertaining motion picture fan disaster movie mostly always follow bore concept namely family get separate stupid reason try find next two hour journey complicate various obstacle human nature kind doubt disaster movie fortunately little excite creative kind last year movie begin visit wife son separate seem get along fine fascinate star asteroid shoot towards earth invite friend presidential alert appear phone tell pack bag drive close airfield get ushered board plane separation plot kick stupid usual might sound like typical disaster movie trust quite smart handle character plot always straight forward movie try less create tension loom disaster rather human element different character family member meet way get experience family member five six main character agenda separate stay focus movie meet good bad people along journey like particular honesty director handle character people selfish greedy even situation like one work together important people still think movie work also good chemistry couple hard time still love anything stay family really good good year difficult role something beyond skillset serious dramatic usual tough guy part time happy see growl butcher accent still butcher least character charm likable overlook love tenderness show face time one never see particularly important scene see self loathe disgust face believe always glad finally chose movie allow bring full talent good especially many major role yet movie hope soon really capable actress certainly worth watch chance current situation allow see next month release make welcome change pace
22,start finish later one word spoiler symptomatic big fail patent lack imagination flic least entertain release vie top spot darn predictable vast sum money waste deliver sophistication dollar use find movie terrify original concept sorry one take
23,man warn seek shelter comet small gravity lock companion decide planet earth good way break fall man begin trial wife son attempt stop comet survive impact aftermath do instead witness attempt find shelter hour large impact crater recently discover icesheet biggie believe trigger last ice age previous location magnetic pole perhaps even close although worthwhile man destination safety extinction level event occur safe movie title go hour leader unite save specie perhaps style suicide mission secret project evacuation nope impact get see everything except get drama dad get evacuation flight son insulin leave car knew action like riot loot traffic snarl people try drive somewhere anywhere presumably get film clichés notably one start destine new must disaster movie clichè inform must evacuate immediately bring wife diabetic son phone set speaker neighbourhood get together new record lose friend new clichè saw first go downhill disaster movie set bar low win material fair actor demand prolific one forgive stinker due vote comet early nomination announce winner please
24,must admit certainly expect disaster movie writer director actually manage deliver get wrong say bad movie say movie entertain enjoyable certainly movie way generic mundane predictable disaster movie afraid say movie frightfully devoid massive scale destruction good however hop get see lot destruction meteor fragment make contact destruction scene definitely good look doubt disaster movie nowhere near enough destruction pure cgi mayhem throughout course movie say though cgi special effect movie definitely convince look real good screen thumb cgi special effect crew felt like family drama lace end world disaster theme point throughout course movie really feel like world end mention movie premise stag director come admit really sit watch family drama go played play amidst end world scenario end world spectacular effect showcasing destruction sadly really great term disaster movie movie good ensemble actor actress say carried movie quite well child actor definitely also add something good performance nice see movie shame give screen time watchable entertaining turn felt cheated grand disaster movie experience one thought put disaster movie shame knock seat throne disaster movie rating ash settle stand mediocre five ten star movie way generic follow strict run mill make disaster movie blueprint
25,idea usa build enormous secret bunker foreign country save event global disaster lip bitingly difficult get past though enjoy rest love love comedy drama beat hand tongue cheek end world humanity scenario
26,decent end world movie deal happen ground one family interaction desperate people act nice special effect watch
27,effect story like constantly bombard pun intend message scenario bad non good dangerous way round make real stop preaching please
28,movie everything good come end stop win since first half hour terrible almost painful watch actually get headache watch story base disaster happen basically drama bad decision bad everything think write bad otherwise write testimony mom let soon kidnap like untie boy sit belt grab hand let people take depends insulin live come personal purse jacket pocket whole drama start damn insulin scene felt like cheap copy rest drama evolve catastrophe happen waste time give history potential actually something good get end bad
29,like impossible dumb film film character make dumb decision every turn dumb film go hope something bad happen type film insult mind even mind numbing veg category simply bad bad bad bad whatever film whatever storyline bad able sue film maker thing bad recompense time life waste watch case hour like dumb film dumb decision
30,liked movie like disaster movie standard recipe divorce nearly divorce family still get movie show special effect impact movie mostly breakdown society sudden everyday people confront despair find amusing comment character movie portray negative selfish care family people tend situation life death ever look report news people claw others eye food distribution war zone know well food come imagine whole world face imminent death pretty like group party till music stop regard end arrived base diabetic kid kid survive month clear begin avoid people require longterm medicine run shelter clearly look unused since decade know comet since day like prepare place place like nuclear blast grade old shelter month know need positive fluff end movie well box office anyone pay attention science class remember impact suspect sky properly clear several year still give act good overall story disaster movie never best friend remain fiction story
31,way long much happen drama thriller everyone stupid stupid shizz real life first die
32,absulute piece trash know usually disaster movie oscar win one really bad feel rush dumb try save family plot like always movie like always family drama think enjoyable much well disaster scene
33,cliché nothing new one dozen movie remember movie minute mediocre best
34,suggest people watch instead watch total waste time piece one want watch people try survive run movie remove category put family cliche drama ton well sci movie someone rewrite script well know subject useless garbage
35,feel filmmaker want make profound social political statement lack foggy notion say perhaps earnestly believe incoherent babbling come across somehow deeply profound earth strike comet trigger extinction level event ordinary comet comet existence come complete surprise nasa track precise path near asteroid piece space junk several thousand satellite somehow miss humongous comet head directly wipe life planet comet wreak havoc destruction course several day first chunk large enough wipe entire city meteor shower molten metal finally chunk size wipe nearly live creature filmmaker explain nasa miss notice many object hurtle toward planet fragment manage remain roughly trajectory hit move target travel hour million kilometer day lucky president implement plan except without polygamy fly choose wait come huge underground bunker manage buy island secret seem need bunker citizens wonder plan evolve real life insist merit base selection process withhold fund unless choose represent ethnic cultural diversity populace spot reserve undocumented alien geriatric politician filmmaker never try explain chosen choose president never see reduce disembodied robocall voice family must contend force nature uncaring bureaucracy society devolve anarchy various criminal existential dilemma grist several distinct necessarily compatible movie genre result incoherent pastiche familiar trope scene derive film
36,movie lack kind action think kind budget amazing cast something good interesting definitely lot wow moment luck hour extreme boredom plot fall flat edit joke character depth favor fast forward one scene worth watch end credit
37,introduce child ailment first act use second act fingerprint talentless executive say kid sick plot point later also say marriage rock rejuvenate end classic family separate impossibly find late forget gotta old crank refuse leave home even though go die like see disaster movie without tired cliche challenge write story rely classic trope
38,experience extinction event family choose lottery amongst save take military plane take safe location disaster strike soon matter forty something hour leave plane mean almost certain death chaos realise lose insulin kid father run soldier asks plane leave enough time get note time hundred people try aggressively break facility get onto plane ask insulin medical care location go go downhill minute later
39,white people movie portray terrible people mainly white people loot arm gang enters sore loot yep white bar one guy white couple kidnap main character son couple white guy attack main character back truck white woman medical official time main female character try find son contrast black people movie saint like one black guy gang arm looter help main character get danger one black guy back truck befriend defend main character attack two white guy truck black female military officer break protocol try help main female character son black medical volunteer come main female character aid brush aside white volunteer blatant white bad black good attempt virtue signal think watch feature length advertisement find hard concentrate story respective character run around aimlessly every time face adversity dark knight come along save moment pap
40,saw trailer cinema look liked film bad watch watch selection character care drain disappointing film castaway dustbin history
41,disappointed levrl use actor recommend waste timr
42,movie scam like watch zombie almost exact copy movie easy predict go happen next movie waste time awful awful awful
43,get bad review pretty good consider movie suck one start kinda slow min get interesting intense throughout edge end think cast exceptionally well
44,movie something nice tender predictable sequence event unfolds start typical protagonist introduction bos man construction thing thing really kick high gear introduce run treadmill know woman get fat need exercise like time course open mouth usual woman stuff get snack come back minute include kid scene annoy cringe everyone involve still kitchen get snack tolerable minute tell movie end way start predictably bore probably large sound effect million pyrotechnic cringe worthy line forward bore
45,review greenland like metior film may see previously previously unknown metior heading towards earth one sure strike random people choose shelter follow story one family try get one shelter stupid think unknown metior know impact resource disposal simply true film way realistic compare similar film metiors see aim order way actually annoy major part film include ramp suspence felt someone chosen shelter think government know long term medical condition secondly marry couple want steal wrist band simply steal son write promised excellent film actually turn quite disappointment honestly skip first minute film try build character honesty care
46,like people cook keep add salt dish think improve replace salt explosion grim dystopia ever imagine world watch movie need hug think even watch single second movie tell good long common sin movie maker direct era really need see love father assume bit fast forward watch mess first place disaster hear movie bad good like campy whatever one movie bad freak horrible meteor hit toilet riddance hit next rest hillbilly state soon election government plan seem save annoy family
47,living corona time due environment around movie get mind make believe world actually go end superb movie amaze storytelling direction favorite top class act lead lady also amaze job put movie category movie entertain grip forget real world around start believe movie night light
48,film dumb story see people scar lose go way way end world film see one lame nothing special pretty vanilla even proselytism show film recommend watch first ten minute last minute way waste two hour
49,understand comment refer repetitive standard disaster movie lay movie impact space course element use go similar previous space rock movie like make another movie complain shark one do however efficient convince effect seldomly consider film good enough merit one outstanding hour solid entertainment do fraction budget many disaster movie brilliant
50,need shot big one hitting soon family run around try find fireballs type movie do expect one good
51,watch new release fiance laugh lot movie one make money scene resemble hurl hot rock move car meteor shower land randomly across surface movie also far violent suitable young viewer ever think
52,best disaster film ever listen guy say cause ten trust film
53,release part last week first week clearly do avoid slam critic awful junk plot make sense either science perspective social perspective human interest perspective occasionally suspend disbelief plenty action film case great action compel action fact pitiful leave turgid endless stream cliche family drama might decent refuge full global warm massive asteroid strike cause massive cooling similar nuclear winter want tropic
54,auch event ash induce ice age remain atmosphere year magically disappear little silly consolatory end destroys little good movie
55,emotion live every moment film inconsistency forget put place main character
56,bad decision people believe complot theory disappoint
57,film great suspense act action sequence plot similar disaster movie felt little clishé fun popcorn flick recommend disaster movie fan
58,think script self plain nothing intelligent acting pain look people face run without clue blame decision make nice see make one interesting choice fell well expectation main due fact even though knew probably much way neat special good fact enough dialog go one least spend much time look people sit car occasional jump car get car jump car get car movie go
59,overstate distinctive charactersrecommend see sure fan catastrophic movie disappointment
60,new actually something new like fact storyline traffic chaos weird guy want kidnap child reason understand action destruction call show nothing besides ashy wasteland two bird fly omg happy mean course expect excellent burger decide eat good bad guilty pleaure kind bad well imma watch see
61,think explain might one best kind talk realistic catastrophe movie good act two hour thrill ride also intelligent quite realistic catastrophe movie thought go best rule alien kind like day good either film great story build tell much thing like question still answer later explain tension building good way film also make care main person sweat scream breathe heavy run actor ding great job film well act full great actor even small role also ad plausible story mostly good cgi much go wrong cgi perfect good especially fire comet fraction film even take time ask good question reveal film actually make debate well change react comet hit earth film also careful stereotype generous good script al well make really film maker look love impressive fact impressive far see theater film deserve large screen watch tomorrow
62,definitely far best movie make good way pas time weekend night end feel waste time standard disaster movie plot end safe family get separate say give watch
63,nothing like time disaster film coincide similar real life event minus devastate consequence course release comet course sky astronomical phenomenon bright become bright visible without visual aid create stir around world comet however different idea cosmic entity announce spectacular harmless view event become rogue piece enter atmosphere mostly burn land ocean thrill piece make landfall follow family make way safety estrange couple work together bring son ordain government shelter catastrophic event urgency build film visuals worth look terrify scale yet surreal beauty one highlight even extinction level fragment make way within hour first impact focus family tribulation expect smooth sail part film also use showcase bitter side humanity people disregard great good sake self preservation message also hit home pandemic world struggle cope errant behaviour public extremely disturb expect say way execute come across little trite time scene stranger party hedonist couple hijack situation false samaritan writer vignette much cliche season audience also direct scenes little depth often deliver message character stir motif clear good bad film family get separate episode get even pronounced bad still situation run veer dangerously caricature many stall highway hitchhikes take way people drop main thread discourage emotional investment viewer try episode repetitive formula know expect disaster movie excite side character bland big lack come main cast likeable film family ditch friend emotionally blackmail officer part even endangers everyone else sake save family ode family loyalty admirable point situation start make seem entitle one really want root entitle folk non stop badger information officer try job allow exceptional waiver case throw great good wind without much blink eye try negate scene good random stranger random puzzle convinced people cheer still win premise effect minus incredibly flat orange color grade lack endearment character leave title without much impact
64,kind story end world movie bad action less performance time well make believe character one second minute end ask movie call maybe second suppose movie watch something else anything else actually
65,director movie panic disaster felt real cgi good sometimes tbh overall expect movie good really intense
66,great movie ever see think movie least
67,shock bad scenario use movie totally junk
68,crappy movie million people die hey three unlikable main character get saved sort stupid situation stupid stuation endanger everyone else selfish behaviour right yeah government spend public money building bunker case save engineer family case meteorite strike also good carry people airplane free first get bunker strictly elect say government doen matter anymore knock door soldier send truck pick sorry as list go
69,read title right expect see impressive visual effect comet rain globe destroy civilization hero run life prepare disappointment movie basically family drama disaster backdrop short sequence happen screen see do well movie genre star cast effort rare disaster scene
70,doomsday movie predictible start simple get bunker get everyone able meteor place earthquake volcano hollywood try change thing
71,wise completely pointless movie even whole time mostly see face main character tell nothing see humanity fail time flaw flesh even put focus see disaster background kinda beign nothing beign movie couple go vacation minor problem road
72,movie make let alone watched actor lose sort credibility star hour long lobotomy movie
73,visual effect predictable storyline cheesy shallow conversation waste money movie theater good movie watch bore know anything well watch home
74,bad review enjoy film totally entertaining piece cinema edge seat whole way move ultimately satisfy
75,get notice grab wife child relocation spoiler comet striking piece story short get separate come together hitchhike burning convince thrilled type plot disaster film sex nudity brief strong language miss
76,give minus like watch slow move train wreck watch hoping may improve sink next low level keep go rock bottom
77,best film witness pandemic response people grind organize plan halt find pro comet positive side least organized plan alternate timeline
78,must agree reviewer movie entertain hour run special effect classic disaster movie clichés demand movie think several time find film bore almost bit cheeky second second seem screenwriter look film think actually shoot little bit different spoiler movie greenland man divorce learns imminent end world want save family make away home odyssey begin job info guy meet chance learn ark want end manage get illegally ark live one film end dramatic opening gate ark finally look world end aka man separate wife learns imminent end world course want save family make away home odyssey begin important job information guy meet chance learn bunker want family end manage get illegally bunker live one film end dramatic opening gate bunker look world still stand end know disaster movie genre reinvent basic feature surprise little new film show aspects one realistic disaster movie effect unfortunately think star want watch movie take mind hour spoil bit action special effect right place others want see really good movie surprise amaze another time
79,old run mill apocalyptic event cast race certain doom reminiscent
80,production company take make clear one want take risk money loose take bit easily recognisable hole character development exposition disappoint depresing future classic box office hit
81,masterpiece want two hour excitement one trick illogical decision maybe someone get tick slow move emergency hey jump shout move way want good end time movie actually want wife often fall asleep watch film wide awake end
82,wait movie since long thing get watch disappointment problem story line concept goooooood
83,amaze best look real death blood comet asteroid protest thing look fake best especially base similar current event covid pandemic something serious like extinction judgment day etc also look confident experienced real immersed event best pandemic apocalyptic movie like etc watch emotional exciting
84,mediocre film stand quite good virtue compare legion awful film come worthwhile audience accept loss quality entertainment otherwise gain much diversity hire practice progressive ideology pass new normal villain white every black person competent care person absolutely film continue push end whiteness almost couple mixed couple exclude due course antisemitic noticeable exception villain couple remain white do course own production company via tencent
85,camera keep shake like hell watch min get headache feel dizzle watch anymore rest movie pretty much sit cimena browsing webpage know hold camera still story shot
86,hit beloved humanity go extinction seem like see something like expect story line boy boy leave gasp air line well write show exactly love family unbroken time extent parent protect love one never disappoints
87,read synopsis excite feel like die little inside watch felt get angry frustrate lot scene film put stupid see film hopefully understand mean lot scene add clearly pad film cut film altogether affect story arc whatsoever zero sympathy wife kid end film honest even care family find eachother becasue come across completely selfish egotistical acting come comet
88,say use lot similar story except alot le disaster alot drama amaze storyline part drag forever occasional loud noise disaster fall asleep empty theater one time watch worth movie ticket price
89,film stupid live character act stupid way make whole movie annoy comet kill comet true heroe
90,look action fill doom day movie disappoint movie drama driven make weird decision weak backstory happen weird side story kind blur strength story line good watch though predictable
91,film non sensical action character make ask
92,well do thriller film go equal level eagerness throughout movie first min adopt atmosphere movie start travel character twist main strength film two hour thriller roll mind
93,let confess get way like think movie good well do action pack end world film film totally perfect mistake make film may look hard find production value high act well do expensive polish look cinematography act edit sound sfx budget believe million every single penny screen enjoy allow negative reviewer scare away watch film rob experience good action movie seem like people watch movie sole intention try pick apart people say do maybe way many different way make end world film know many end world movie make thousand honest kind hard come idea completely original say devil detail truth matter end world movie make far difference detail instance already know trailer planet kill comet go hit yes know go people panic experience hardship kind destruction etc etc etc consider movie make general plot outline way vary many detail instance take movie script copy time give copy different director film crew everything say do end movie thing movie completely different different look feel atmosphere technical expertise flavor etc reason completely different many small detail make movie cause movie completely different like say devil detail detail make movie either good bad think well do movie yes sit watch movie already know supposedly comet go destroy world really know exactly go happen know exactly infinitely small detail join together ultimately bring event thoroughly enjoy movie comet end world film end comet end world film film definitely worth watch thoroughly entertain main actor people actually end care aspect movie gloss expense part let say well do action pack end world film believe really enjoy ultimately goal film entertain really succeed
94,put together blender without protagonist movie crazy disaster movie touch adventure offer something see man call take refuge family army bunker comet fall ground destroy everything like dinosaur good interesting argument put aside maintain sequence plot always show heroic character save family effect well achieve two three moment action sequence try develop story want put tension spend afternoon
95,like day tomorrow inferno hesitate watch one expect complex storyline character development love kind movie hate popcorn drink sit back enjoy
96,great fun watch make whole meteor hit earth story believable much walk cinema little disturbed think happen real shake feeling day cliches sure ruin experience love destruction end world type movie definitely give
97,well craft film make imagine modest budget good job do whole crew people hat film sound bitter seem understand family life work mahoosive car though great little twist turn capture horror low human survive also sacrifice people make others see moment like life film act good little boy fine job do best work whole picture really come across scared witless enjoy film
98,short word like kind end world movie gonna enjoy one main cast pretty good even small role good job story pretty intense nice twist surprise bite predictable und unrealistic time expect cgi effect range okay pretty bad time bother much worth watch
99,quite get bad review really good movie around simplistic great act
100,like movie amaze excite story filmmaker like way movie shot good color grading
101,easy say film derivative btw derivative cliche expect consider topic film evokes sympathy though certain plot element unrealistic say plot element seemingly spot fruity apocalyptic film like fill exaggerated cgi like limited special effect diminish action film edge seat
102,man lot really bad movie yet despite still watch movie great accent another disaster movie star premise estrange wife young son embark perilous journey find sanctuary planet kill comet hurtles toward movie mostly miss one high expectation terrible like disaster movie actual good one appreciate movie take serious ground tone well fair amount disaster movie feel really top bit cartooney slapstick like character act like human interaction feel human breath fresh air type movie element movie quite distinct heart kindness within movie movie show tend focus bad people focus opposite scene bad people sure recur theme movie act kindness watch movie pandemic easy appreciate good deed show movie director writer show different way people handle cataclysm include individual party riot remain kind feel believable action scene destruction occur movie human drama main focus action scene rare visually spectacular lead stun tense moment part cgi pretty good get really bad jar third act cast pretty good job give good performance fiercely love mother desperate protect son lot well movie lot previous movie even though still mostly gruff look dad child actor unbearable like fair amount child actor three mostly give okay performance every one one moment performance shine come flaw mostly concern way story progress movie last hour lot moment main character tend make jarring decision concern wife feel make lot dumb decision movie kind shut brain watch movie else constantly question lot thing movie also pace issue opinion point feel like drag bit slow movie movie start feel bit long cut minute total run time point character quite bland movie never really delve character much instead focus situation work movie feel explored bit character dad structural engineer know much wife know much kid apart diabetic main thing keep movie go hour slightly difficult fully invest caring character also get revelation near begin third act feel irrelevant anything make difficult care character surprisingly right movie garbage great gloom happen real world movie provide mild entertainment hopeful message maybe something kind need time definitely feel like bad hour spend watch movie
103,type audience stay away movie feel intelligence insult facing bombardment contrivance movie satisfy look standard disaster blockbuster type entertainment one small budget stuff compare recent flick genre lock away brain safety deposit box walk theatre chance may actually enjoy degree case maybe three actor cast particularly enjoy watch sure easily mention meteor catastrophe movie another one anticipation extinction event level crisis government set underground shelter select individual immediate family member ride criteria selection obvious people skill set contribute rebuild world construction engineer natural choice together wife son trajectory journey whole slew incredulous twist turn include three get separate back together father house go spend time plotline ingredient see see movie likely well handle enjoyed movie mention three actor include sorry household name favy familiar successful series complete season earlier year one favourite evergreen veteran act credit date third one mention yet act credit date best remember recent series people unfortunately cancel two season small part
104,bad review nonsense one single party person expect action terminator movie responsibility unbelivable terryfing struggle fight family stress entire movie want end run kid hold really good movie hard watch emotional good movie leave nasty aftertaste fear need learn astronomy able look sky get knowledge
105,come expect level schlock somehow someway closer thing want eye rollingly test fill drag flick comet rain screams explosion upon humanity endurance test long persist watch unlikable character sake requisite shot char battered national monument go cardboard family plot disaster filmmaker please least make likable like actively root character survive indifferent
106,first act worth watch seem like put budget first act second act budget go also script tension drama cliche bad write kind movie also allt moment second act ond need hurry minute later talk past misstakes eachother first act actually really good second act awful actually
107,ride hour pure intense entertainment really good movie show good bad humanity time chaos recommend movie must watch sure
108,really great movie honestly understand rat low thoroughly enjoy story line great act action way quite time heart sit throat
109,theme vibe movie abnormal enjoyed much recommend intense surreal realistic time con slight meh cgi couple scene thing say wish long
110,sucker disaster movie intrigue see movie get serious realistic tone remind deep impact fight get away incoming disaster well think direct well vod next month recommend anyone want sit back relax watch decent movie holiday
111,intense movie basically deep impact age minus space element really like though listen negative review watch
112,genre movie change astronomical mesurements plot believable good thrill work watch
113,expect low budget low quality especially butler movie surprise cheese top real life reaction end world scenario time felt emotion camera angle give cgi story backseat deep impact write director
114,far say one best disaster movie see year possibly last decade story unique plottwists shock visuals great strong cast good character last least intense rollercoaster ride start finish
115,waste time movie start well liked suspense wear thin thriller aspect come character make dumb choice comet come earth panic scene come back really loud music wow annoy
116,play classic disaster movie bingo movie check every box traffic jam get separate find old veteran hero loot kill loose car finding abandon home run water car key kitchen note return car last plane etc etc mayor city seem survive come next make good movie restart civilization disaster
117,like actor story go place well overall nice true sadness able see cinema
118,movie make cry like disaster movie drama family midst chaos try find disaster movie enjoy great
119,beg movie attract good scenario nice role playing sometimes film think happen reality comet come hoping well effect catastrophe well end different catastrophic action movie
120,note film focus good bad human nature rather disaster story well write get realistic feel compare disaster movie destruction chaos happen drama fill dare say kind scary look fun excite disaster movie like watch
121,movie effortlessly bridge human emotion interaction good bad science fiction disaster genre act like always say one best realitic end world movie ever must watch
122,awesome movie see yet highly recommend
123,expect story line end world movie realistic find suspense perfect cgi good
124,reasonable premise however fit many trope become tedious
125,film great story great acting end world heart top movie
126,always movie apocalyptic future positive negative review negative review people go cry inaccurate thing plot positive review people enjoy genre without picky people like kind stuff think show perfectly human capable case cataclysmic natural disaster also thing unlikely happen case scenario really matter want entertain exactly get stop entertainment good actor decent cgi maybe perfect good enough like genre movie certainly worth watch lot bad movie genre one one
127,disaster movie day tomorrow one interesting couple different path movie love start end
128,god get influence low rate like end world kind movie love one great action special effect act start finish
129,help think saw movie perhaps something similar happen earth future exactly like show movie something similar impossible know stuff space one day hit make movie realistic way felt scary see movie movie fast forward something similar happen earth scary thought movie great enjoyed story never get boring scene role perfectly see movie
130,descend root babarity dog eat dog etc story however
131,brutal depiction human react situation like really hop endure even political correctness force upon movie movie sadly abundance well familys travel towards salvation encounter lot people course bad guy always white men good guy woman non white politically correct preach movie gotten high grade
132,give movie low rating believe voter brain
133,movie do right go quite low expectation nothing else leave watch cinema decide give try actually like starts typical cliche genre family issue kid forgotten medical kit etc way execute subtle many emotional moment ploy actually make sense people behave stupid kid annoy top cgi constant last second rescue zero scratch feel real danger catastrophe feel real people feel real actually always interest follow kid great performance wish movie end minute earlier without cheesy feel good finale well expect general recommend see cinema
134,solid disaster movie never bore audience unexpected twist like government choses allow rescue plane cynical kidnap look action movie get doubt rate movie top score unlikely romantic end bird sky undoubtedly survival human race never end resource insulin surreal lip job also annoy factor though good actress hard focus act low part face sometimes look completely anemic
135,fan movie little disappointed saw cliche scene expect event movie story well write father law part also weak like act also think act kid good actress bad long history make fantastic movie expect quality stuff
136,yes anything new take ride experience realistic scenario people desperate stay alive
137,frequently give high score check click user name confirm real review well movie definitely underrated barely time review give several reason say underrated hope raise final score bit movie perfect good disaster movie mere copy exist one flavor find certain period although detailed highly realistic especially come military management psychology important place movie intra family relation general human interaction confront threat life develop role usual less muscular next door guy well become subtle actor an gain big role yet find hard relate barely likable go rest cadt actually find kid annoy honest way fragile whiny even age suppose plausible overprotected etc though bond character worth follow quite thrill spectacular picture always entail explosion destruction spoil simply say build frighten atmosphere disturb young viewer conclusion hollywood grade movie two hour never bore make opinion think movie deserves least even
138,movie year many movie year one engaging excite enthral throughout realistic pre apocalyptic movie cheesy top think movie whole family enjoy
139,choice watch normally cup tea however surprise good way sad grateful family dog make want visit grandad situation probs get piss cuddle beagle cliche film normally emotional action scene comet debris film exceed expectation
140,expect good act disaster movie important noticable choice director bring best people end near different disaster movie main character perform best
141,good movie think especially love every minute cgi
142,honestly enjoy typical action movie edge seat whole movie
143,guy bad rating seriously watchable miss family part cliche rest pretty good
144,great movie well do top good story line realistic compare disaster movie good point yet take mind give shot
145,rehash half budget get movie make feel cheat saw theatre disaster prn without disaster movie like watch bad bore episode come actual disaster nothing serious bad first new movie scene cut away monster start fight time see
146,surprise read review go movie open mind typical disaster movie true style anything else great see disaster family rather government plot storyline role play main character less stereotypes genuine role well movie add library come
147,first relish idea watching film today attempt world disaster flick glib largely big budget predictable typical venture fell flat earth pardon pun personal result grip nod film get track part start everyday relatable tension maintains throughout filled moment feel real well told direct production mercifully minimal necessary highly effective really need
148,book greet act typical movie present mean survive
149,keep short movie refresh exciting keep edge seat hour character intersting act beautiful felt like highly recommend fell short stupid decision character take around midway necessary keep movie go still noticeable course annoy less average child cause way cliche drama general really minuscule compare good movie general
150,character movie human realistic look people react ultimate disaster provoke fiction suppose make think feel movie succeed many level
151,entertain watch movie like type movie act everyone
152,absolutely amazing pantheon great gerrard butler performance rank highly
153,movie emotional expect much sci think good movie people willing safety one love actually surprised positive side love performance feel character desperation actually make post apocalyptic sequel
154,absolute stunner end day movie act cgi story everything practically perfect see movie keep engage every moment long time bring game felt every pain felt want character film couple dip tiny plot issue maybe couple line dialogue may love one hell ride
155,movie butler great actor movie good watch
156,expect anything really fun movie top cgi use moderately need boring overly pathetic hero save planet yet focus human aspect catastrophy
157,make short want relax get entertain give shot totally worth want something serious something else bad review
158,trailer suggest another big stupid disaster flick finely balance mix popcorn family drama genuinely emotional scene enough explosion apocalyptic sequence keep fan happy trailer also mislead good way regard story structure pan unexpected logical direction well pace throughout performance good production good everything best film do
